episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,0,9,0,0,4000,4000,4000,4000,4000,4000,456.84990186444753,456.84990186444753,4000,4000,4000,False,0,1,fc006_00000,2023-12-15_05-59-40,1702637980,8.75776982307434,8.75776982307434,8065,Ahmeds-MacBook-Pro.local,127.0.0.1,8.75776982307434,1,4000,4000,4000,4000,nan,nan,nan,nan,0,0,[],[],8755.567,6153.795,0.355,11267438.549,2596.983,1540.249,3.923,4000,4000,4000,4000,72.18461538461538,81.50769230769232,[],[],128.0,465.5,464.5,0.0,0.9106165018132938,0.3,0.003,0.22409657297996424,0.012320145685225724,6.999600341435402,-0.00035802657886218,0.4726014013812747,1.3368557683242264,0.0
nan,nan,nan,nan,0,0,9,0,0,8000,8000,8000,8000,4000,4000,1201.9140971668805,1201.9140971668805,8000,4000,8000,False,0,2,fc006_00000,2023-12-15_05-59-43,1702637983,3.329936981201172,12.087706804275513,8065,Ahmeds-MacBook-Pro.local,127.0.0.1,12.087706804275513,2,8000,8000,8000,8000,nan,nan,nan,nan,0,0,[],[],6041.789,3422.037,0.326,12264046.784,2614.621,1529.858,4.375,8000,8000,8000,8000,41.94,81.86,[],[],128.0,1395.5,464.5,0.0,0.20300012778851292,0.4500000000000001,0.003,0.006408777240143027,-0.013358886592010016,0.09271282621819565,-0.719878872043343,0.041867858270603804,2.275830074215448,0.0
nan,nan,nan,nan,0,0,9,0,0,12000,12000,12000,12000,4000,4000,1189.3696379540781,1189.3696379540781,12000,4000,12000,False,0,3,fc006_00000,2023-12-15_05-59-46,1702637986,3.364888906478882,15.452595710754395,8065,Ahmeds-MacBook-Pro.local,127.0.0.1,15.452595710754395,3,12000,12000,12000,12000,nan,nan,nan,nan,0,0,[],[],5148.897,2502.848,0.311,12869252.877,2641.032,1514.559,4.313,12000,12000,12000,12000,36.2,81.66,[],[],128.0,2325.5,464.5,0.0,1.328877977241752,0.6750000000000002,0.003,0.08208618176880703,-0.029253023452756384,0.011567517430070907,-1.0,0.1647755999999341,3.008758484163592,0.0
nan,nan,nan,nan,0,0,9,0,0,16000,16000,16000,16000,4000,4000,1195.0194322601803,1195.0194322601803,16000,4000,16000,False,0,4,fc006_00000,2023-12-15_05-59-50,1702637990,3.349102735519409,18.801698446273804,8065,Ahmeds-MacBook-Pro.local,127.0.0.1,18.801698446273804,4,16000,16000,16000,16000,nan,nan,nan,nan,0,0,[],[],4698.476,2048.035,0.299,13360315.349,2645.512,1511.995,4.258,16000,16000,16000,16000,44.349999999999994,81.42500000000001,[],[],128.0,3255.5,464.5,0.0,1.6289943533879454,1.0124999999999997,0.003,0.145722698692673,-0.022755573010222324,0.00556177279182149,-0.9744159080008025,0.16634335359258037,2.1356722830444252,0.0
nan,nan,nan,nan,0,0,9,0,0,20000,20000,20000,20000,4000,4000,1189.6216297471776,1189.6216297471776,20000,4000,20000,False,0,5,fc006_00000,2023-12-15_05-59-53,1702637993,3.3643970489501953,22.166095495224,8065,Ahmeds-MacBook-Pro.local,127.0.0.1,22.166095495224,5,20000,20000,20000,20000,nan,nan,nan,nan,0,0,[],[],4431.261,1774.668,0.299,13374693.878,2651.612,1508.516,4.324,20000,20000,20000,20000,42.0,81.3,[],[],128.0,4185.5,464.5,0.0,1.5375956146627343,1.51875,0.003,0.15127821029914965,-0.03097572863547592,0.0022464610839022263,-1.0,0.11998780579256114,3.5470010129354335,0.0
nan,nan,nan,nan,0,0,9,0,0,24000,24000,24000,24000,4000,4000,1124.083649453362,1124.083649453362,24000,4000,24000,False,0,6,fc006_00000,2023-12-15_05-59-57,1702637997,3.560227155685425,25.726322650909424,8065,Ahmeds-MacBook-Pro.local,127.0.0.1,25.726322650909424,6,24000,24000,24000,24000,nan,nan,nan,nan,0,0,[],[],4285.791,1599.637,0.293,13664082.53,2681.196,1491.872,4.317,24000,24000,24000,24000,43.78,81.24,[],[],128.0,5115.5,464.5,0.0,1.3316587890348126,2.2781249999999993,0.003,0.1036106905309103,-0.0172522101446145,0.0014033289486041632,-1.0,0.053047512826179304,2.1080272952715555,0.0
nan,nan,nan,nan,0,0,9,0,0,28000,28000,28000,28000,4000,4000,1076.3477221107025,1076.3477221107025,28000,4000,28000,False,0,7,fc006_00000,2023-12-15_06-00-00,1702638000,3.7200098037719727,29.446332454681396,8065,Ahmeds-MacBook-Pro.local,127.0.0.1,29.446332454681396,7,28000,28000,28000,28000,nan,nan,nan,nan,0,0,[],[],4204.429,1473.668,0.29,13769552.351,2725.674,1467.527,4.452,28000,28000,28000,28000,45.54,81.3,[],[],128.0,6045.5,464.5,0.0,3.3529217835395566,3.417187499999999,0.003,0.527422285120013,0.03579498304514795,0.0009260625236414833,-1.0,0.14386627905631577,2.06324624899895,0.0
nan,nan,nan,nan,0,0,9,0,0,32000,32000,32000,32000,4000,4000,1154.0813209283629,1154.0813209283629,32000,4000,32000,False,0,8,fc006_00000,2023-12-15_06-00-04,1702638004,3.4690630435943604,32.91539549827576,8065,Ahmeds-MacBook-Pro.local,127.0.0.1,32.91539549827576,8,32000,32000,32000,32000,nan,nan,nan,nan,0,0,[],[],4112.117,1385.572,0.291,13761686.455,2721.485,1469.786,4.423,32000,32000,32000,32000,43.540000000000006,80.64000000000001,[],[],128.0,6975.5,464.5,0.0,0.7167477953498081,5.12578125,0.003,0.018963823264204368,-0.023487180636154226,0.0003325161142246572,-0.8793814238681588,0.008281211987743654,0.7244061782154986,0.0
nan,nan,nan,nan,0,0,9,0,0,36000,36000,36000,36000,4000,4000,1183.365134789175,1183.365134789175,36000,4000,36000,False,0,9,fc006_00000,2023-12-15_06-00-07,1702638007,3.3822309970855713,36.29762649536133,8065,Ahmeds-MacBook-Pro.local,127.0.0.1,36.29762649536133,9,36000,36000,36000,36000,nan,nan,nan,nan,0,0,[],[],4030.79,1314.597,0.302,13228924.479,2711.133,1475.398,4.408,36000,36000,36000,36000,40.50000000000001,80.7,[],[],128.0,7905.5,464.5,0.0,2.4269889132950895,5.12578125,0.003,0.18693804556243523,-0.010159749128124727,0.0006304807416307339,-1.0,0.03845101620561333,1.5763601356296129,0.0
nan,nan,nan,nan,0,0,9,0,0,40000,40000,40000,40000,4000,4000,1103.0298973992249,1103.0298973992249,40000,4000,40000,False,0,10,fc006_00000,2023-12-15_06-00-11,1702638011,3.6302409172058105,39.92786741256714,8065,Ahmeds-MacBook-Pro.local,127.0.0.1,39.92786741256714,10,40000,40000,40000,40000,nan,nan,nan,nan,0,0,[],[],3990.347,1250.822,0.303,13221858.302,2734.003,1463.056,4.872,40000,40000,40000,40000,49.32000000000001,80.76,[],[],128.0,8835.5,464.5,0.0,1.2883011133440079,7.688671874999998,0.003,0.06520765756647433,-0.0038514553779555906,0.00013286476921841255,-0.9960446116744831,0.008981756969750608,0.9219464477031462,0.0
