episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,0,9,0,0,4000,4000,4000,4000,4000,4000,385.0171706451377,385.0171706451377,4000,4000,4000,False,0,1,2ce98_00000,2023-12-15_04-56-39,1702634199,10.393531799316406,10.393531799316406,6372,Ahmeds-MacBook-Pro.local,127.0.0.1,10.393531799316406,1,4000,4000,4000,4000,nan,nan,nan,nan,0,0,[],[],10389.001,7197.586,0.427,9367513.121,3184.679,1256.013,5.569,4000,4000,4000,4000,65.63333333333334,82.53999999999999,[],[],128.0,465.5,464.5,0.0,0.262964217300697,0.3,0.003,0.12123061903221632,-0.061490038420844786,6.070235793781216,-0.1408979977971764,0.40672765865281063,0.9723894757448986,0.0
nan,nan,nan,nan,0,0,9,0,0,8000,8000,8000,8000,4000,4000,925.9973343630278,925.9973343630278,8000,4000,8000,False,0,2,2ce98_00000,2023-12-15_04-56-43,1702634203,4.321616172790527,14.715147972106934,6372,Ahmeds-MacBook-Pro.local,127.0.0.1,14.715147972106934,2,8000,8000,8000,8000,nan,nan,nan,nan,0,0,[],[],7354.326,4207.228,0.353,11347457.558,3141.03,1273.468,5.162,8000,8000,8000,8000,47.457142857142856,82.34285714285716,[],[],128.0,1395.5,464.5,0.0,0.03486005851162738,0.4500000000000001,0.003,0.002710295292318508,-0.0005406403132984715,0.003474895226874299,-0.9971540347222358,0.007147081127147421,0.271074584222609,0.0
nan,nan,nan,nan,0,0,9,0,0,12000,12000,12000,12000,4000,4000,943.5495577038337,943.5495577038337,12000,4000,12000,False,0,3,2ce98_00000,2023-12-15_04-56-48,1702634208,4.241600036621094,18.956748008728027,6372,Ahmeds-MacBook-Pro.local,127.0.0.1,18.956748008728027,3,12000,12000,12000,12000,nan,nan,nan,nan,0,0,[],[],6315.983,3203.546,0.343,11672460.111,3106.793,1287.501,4.826,12000,12000,12000,12000,47.75,82.35000000000001,[],[],128.0,2325.5,464.5,0.0,0.2871182540812159,0.4500000000000001,0.003,-0.028656425671551817,-0.06636108525487924,0.0038889360466411197,-1.0,0.08370171464599108,0.4587742610163586,0.0
nan,nan,nan,nan,0,0,9,0,0,16000,16000,16000,16000,4000,4000,963.7653148792775,963.7653148792775,16000,4000,16000,False,0,4,2ce98_00000,2023-12-15_04-56-52,1702634212,4.153451204299927,23.110199213027954,6372,Ahmeds-MacBook-Pro.local,127.0.0.1,23.110199213027954,4,16000,16000,16000,16000,nan,nan,nan,nan,0,0,[],[],5774.581,2654.609,0.328,12201611.636,3113.822,1284.595,5.37,16000,16000,16000,16000,50.86,82.3,[],[],128.0,3255.5,464.5,0.0,0.42101416485283966,0.6750000000000002,0.003,-0.010100879197719917,-0.06921386271815307,0.0011842209908683153,-1.0,0.08755724463331443,1.687355056949841,0.0
nan,nan,nan,nan,0,0,9,0,0,20000,20000,20000,20000,4000,4000,952.143177062867,952.143177062867,20000,4000,20000,False,0,5,2ce98_00000,2023-12-15_04-56-56,1702634216,4.203732013702393,27.313931226730347,6372,Ahmeds-MacBook-Pro.local,127.0.0.1,27.313931226730347,5,20000,20000,20000,20000,nan,nan,nan,nan,0,0,[],[],5459.869,2358.224,0.366,10934056.309,3095.529,1292.186,5.299,20000,20000,20000,20000,46.93333333333334,82.38333333333334,[],[],128.0,4185.5,464.5,0.0,0.5351580988175125,1.0124999999999997,0.003,0.0305912018383062,-0.029446082628302037,0.0008016861055136448,-0.9991269529506724,0.05928816368943581,1.532590623440281,0.0
nan,nan,nan,nan,0,0,9,0,0,24000,24000,24000,24000,4000,4000,972.4387274982622,972.4387274982622,24000,4000,24000,False,0,6,2ce98_00000,2023-12-15_04-57-00,1702634220,4.115539789199829,31.429471015930176,6372,Ahmeds-MacBook-Pro.local,127.0.0.1,31.429471015930176,6,24000,24000,24000,24000,nan,nan,nan,nan,0,0,[],[],5235.451,2132.338,0.353,11341065.345,3097.233,1291.475,5.093,24000,24000,24000,24000,44.63333333333333,82.18333333333334,[],[],128.0,5115.5,464.5,0.0,0.5300021041945745,1.51875,0.003,0.011373402204324482,-0.04898392685278449,0.00064349656070893,-1.0,0.039737215279651586,1.6061258422431126,0.0
nan,nan,nan,nan,0,0,9,0,0,28000,28000,28000,28000,4000,4000,918.489122638207,918.489122638207,28000,4000,28000,False,0,7,2ce98_00000,2023-12-15_04-57-04,1702634224,4.357048988342285,35.78652000427246,6372,Ahmeds-MacBook-Pro.local,127.0.0.1,35.78652000427246,7,28000,28000,28000,28000,nan,nan,nan,nan,0,0,[],[],5109.668,1994.773,0.341,11738182.109,3109.091,1286.55,5.047,28000,28000,28000,28000,42.98571428571429,82.2,[],[],128.0,6045.5,464.5,0.0,0.6009845253440642,2.2781249999999993,0.003,0.061336655299910295,-0.004154584899805086,0.00023626848698220647,-1.0,0.028746832564713495,1.4184972665643178,0.0
nan,nan,nan,nan,0,0,9,0,0,32000,32000,32000,32000,4000,4000,926.4358549307487,926.4358549307487,32000,4000,32000,False,0,8,2ce98_00000,2023-12-15_04-57-09,1702634229,4.319577217102051,40.10609722137451,6372,Ahmeds-MacBook-Pro.local,127.0.0.1,40.10609722137451,8,32000,32000,32000,32000,nan,nan,nan,nan,0,0,[],[],5010.66,1890.277,0.336,11911406.461,3114.665,1284.247,4.977,32000,32000,32000,32000,49.88333333333333,82.51666666666667,[],[],128.0,6975.5,464.5,0.0,0.6708093521095091,3.417187499999999,0.003,0.049582703441621793,-0.01094885473990793,0.00011922576515487851,-1.0,0.017713504576034125,1.475797459002464,0.0
nan,nan,nan,nan,0,0,9,0,0,36000,36000,36000,36000,4000,4000,960.3788848276859,960.3788848276859,36000,4000,36000,False,0,9,2ce98_00000,2023-12-15_04-57-13,1702634233,4.166703224182129,44.27280044555664,6372,Ahmeds-MacBook-Pro.local,127.0.0.1,44.27280044555664,9,36000,36000,36000,36000,nan,nan,nan,nan,0,0,[],[],4916.699,1814.855,0.338,11832532.247,3096.188,1291.911,4.926,36000,36000,36000,36000,46.96666666666667,82.25,[],[],128.0,7905.5,464.5,0.0,0.5221620374469347,3.417187499999999,0.003,0.0209006233401196,-0.021796952655178406,6.895968295422242e-05,-1.0,0.012494745561152055,1.5004360295111132,0.0
nan,nan,nan,nan,0,0,9,0,0,40000,40000,40000,40000,4000,4000,994.6075382064108,994.6075382064108,40000,4000,40000,False,0,10,2ce98_00000,2023-12-15_04-57-17,1702634237,4.024253845214844,48.297054290771484,6372,Ahmeds-MacBook-Pro.local,127.0.0.1,48.297054290771484,10,40000,40000,40000,40000,nan,nan,nan,nan,0,0,[],[],4827.195,1733.336,0.333,12000869.814,3088.234,1295.239,4.902,40000,40000,40000,40000,51.040000000000006,82.4,[],[],128.0,8835.5,464.5,0.0,0.5619372533534163,3.417187499999999,0.003,0.021540400738357217,-0.028835236540024158,4.0044426814054e-05,-1.0,0.014741725321378438,1.4164697403548867,0.0
