episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,0,9,0,0,4000,4000,4000,4000,4000,4000,418.9817124841008,418.9817124841008,4000,4000,4000,False,0,1,ab64b_00000,2023-12-15_03-55-44,1702630544,9.54908299446106,9.54908299446106,4234,Ahmeds-MacBook-Pro.local,127.0.0.1,9.54908299446106,1,4000,4000,4000,4000,nan,nan,nan,nan,0,0,[],[],9546.916,6443.787,0.353,11335956.757,3097.912,1291.192,4.38,4000,4000,4000,4000,69.87142857142858,82.66428571428573,[],[],128.0,465.5,464.5,0.0,0.31482837420277376,0.3,0.003,0.10939173088759505,-0.08553532027509264,6.583283475457981,-0.06624521504166306,0.43031405301824693,0.8220113146529403,0.0
nan,nan,nan,nan,0,0,9,0,0,8000,8000,8000,8000,4000,4000,1039.0649836140503,1039.0649836140503,8000,4000,8000,False,0,2,ab64b_00000,2023-12-15_03-55-48,1702630548,3.8516669273376465,13.400749921798706,4234,Ahmeds-MacBook-Pro.local,127.0.0.1,13.400749921798706,2,8000,8000,8000,8000,nan,nan,nan,nan,0,0,[],[],6698.258,3603.17,0.32,12501651.267,3090.121,1294.448,4.237,8000,8000,8000,8000,36.31666666666667,83.06666666666666,[],[],128.0,1395.5,464.5,0.0,0.045083078738021594,0.4500000000000001,0.003,0.0015879184207929077,-0.0004942209449827031,0.02843930491043495,-0.7261620706768446,0.003994992448477655,0.2231949060514409,0.0
nan,nan,nan,nan,0,0,9,0,0,12000,12000,12000,12000,4000,4000,981.0037848588222,981.0037848588222,12000,4000,12000,False,0,3,ab64b_00000,2023-12-15_03-55-52,1702630552,4.0801842212677,17.480934143066406,4234,Ahmeds-MacBook-Pro.local,127.0.0.1,17.480934143066406,3,12000,12000,12000,12000,nan,nan,nan,nan,0,0,[],[],5824.652,2661.368,0.317,12608128.257,3158.214,1266.539,4.357,12000,12000,12000,12000,41.1,82.74,[],[],128.0,2325.5,464.5,0.0,0.15460935284193325,0.22500000000000006,0.003,-0.03173517211770979,-0.06284609917433612,0.0035500148917117745,-1.0,0.13811301323021913,0.573144417344242,0.0
nan,nan,nan,nan,0,0,9,0,0,16000,16000,16000,16000,4000,4000,837.4520381813713,837.4520381813713,16000,4000,16000,False,0,4,ab64b_00000,2023-12-15_03-55-57,1702630557,4.78148627281189,22.262420415878296,4234,Ahmeds-MacBook-Pro.local,127.0.0.1,22.262420415878296,4,16000,16000,16000,16000,nan,nan,nan,nan,0,0,[],[],5562.559,2268.851,0.31,12915485.758,3288.052,1216.526,4.894,16000,16000,16000,16000,54.1,81.58571428571429,[],[],128.0,3255.5,464.5,0.0,0.411827738775361,0.3375000000000001,0.003,-0.05660468375971241,-0.10945111007920356,0.0022588229860537137,-1.0,0.15651507437709838,1.1367344963614658,0.0
nan,nan,nan,nan,0,0,9,0,0,20000,20000,20000,20000,4000,4000,902.012741565682,902.012741565682,20000,4000,20000,False,0,5,ab64b_00000,2023-12-15_03-56-01,1702630561,4.436529874801636,26.69895029067993,4234,Ahmeds-MacBook-Pro.local,127.0.0.1,26.69895029067993,5,20000,20000,20000,20000,nan,nan,nan,nan,0,0,[],[],5336.95,2033.794,0.398,10057077.089,3297.329,1213.103,4.946,20000,20000,20000,20000,42.614285714285714,80.60000000000001,[],[],128.0,4185.5,464.5,0.0,0.28251659198794316,0.5062499999999999,0.003,-0.007527578979610435,-0.04033223043185889,0.000814303766118653,-1.0,0.06478322436532347,1.5143077060740482,0.0
nan,nan,nan,nan,0,0,9,0,0,24000,24000,24000,24000,4000,4000,900.8046787762852,900.8046787762852,24000,4000,24000,False,0,6,ab64b_00000,2023-12-15_03-56-06,1702630566,4.446117162704468,31.1450674533844,4234,Ahmeds-MacBook-Pro.local,127.0.0.1,31.1450674533844,6,24000,24000,24000,24000,nan,nan,nan,nan,0,0,[],[],5187.535,1872.221,0.382,10477029.142,3309.623,1208.597,4.856,24000,24000,24000,24000,43.26666666666666,80.74999999999999,[],[],128.0,5115.5,464.5,0.0,0.33539563584071336,0.759375,0.003,-0.02681616775851737,-0.06633880752268978,0.0008826468433115772,-0.9978405016724782,0.052034654456280895,1.7467971371066187,0.0
nan,nan,nan,nan,0,0,9,0,0,28000,28000,28000,28000,4000,4000,931.5397347913813,931.5397347913813,28000,4000,28000,False,0,7,ab64b_00000,2023-12-15_03-56-10,1702630570,4.295990943908691,35.44105839729309,4234,Ahmeds-MacBook-Pro.local,127.0.0.1,35.44105839729309,7,28000,28000,28000,28000,nan,nan,nan,nan,0,0,[],[],5059.88,1737.392,0.375,10662839.295,3316.916,1205.939,4.76,28000,28000,28000,28000,42.3,80.89999999999999,[],[],128.0,6045.5,464.5,0.0,0.6806415391384915,1.1390624999999996,0.003,0.06642986829642968,-0.0711841946643006,0.0008212002156670356,-0.8755778645315478,0.12080623165013328,3.6985719946122937,0.0
nan,nan,nan,nan,0,0,9,0,0,32000,32000,32000,32000,4000,4000,903.392765046274,903.392765046274,32000,4000,32000,False,0,8,ab64b_00000,2023-12-15_03-56-15,1702630575,4.42983603477478,39.87089443206787,4234,Ahmeds-MacBook-Pro.local,127.0.0.1,39.87089443206787,8,32000,32000,32000,32000,nan,nan,nan,nan,0,0,[],[],4980.862,1648.216,0.383,10436837.325,3327.087,1202.253,4.749,32000,32000,32000,32000,41.04999999999999,81.58333333333333,[],[],128.0,6975.5,464.5,0.0,0.42558417783309055,1.7085937499999995,0.003,-0.01029456018480242,-0.07557593800417918,0.0002885877447605248,-0.9844194622449978,0.038205977174783905,4.249291776072594,0.0
nan,nan,nan,nan,0,0,9,0,0,36000,36000,36000,36000,4000,4000,832.3460689357433,832.3460689357433,36000,4000,36000,False,0,9,ab64b_00000,2023-12-15_03-56-19,1702630579,4.8090660572052,44.67996048927307,4234,Ahmeds-MacBook-Pro.local,127.0.0.1,44.67996048927307,9,36000,36000,36000,36000,nan,nan,nan,nan,0,0,[],[],4961.397,1604.852,0.372,10762291.091,3351.035,1193.661,4.72,36000,36000,36000,36000,50.785714285714285,81.28571428571429,[],[],128.0,7905.5,464.5,0.0,0.5232572060278667,2.562890625,0.003,0.0064369763237654525,-0.05310299092933776,0.00010742170581520881,-1.0,0.023231149729221096,4.746586979589154,0.0
nan,nan,nan,nan,0,0,9,0,0,40000,40000,40000,40000,4000,4000,927.8600709681868,927.8600709681868,40000,4000,40000,False,0,10,ab64b_00000,2023-12-15_03-56-24,1702630584,4.313227891921997,48.99318838119507,4234,Ahmeds-MacBook-Pro.local,127.0.0.1,48.99318838119507,10,40000,40000,40000,40000,nan,nan,nan,nan,0,0,[],[],4896.354,1536.95,0.372,10740167.723,3353.901,1192.641,4.72,40000,40000,40000,40000,42.56666666666667,80.81666666666666,[],[],128.0,8835.5,464.5,0.0,0.4819157258317035,3.844335937499999,0.003,0.0013643001736972922,-0.05482899257863161,5.113926282486132e-05,-1.0,0.0146170319508641,5.307829629733998,0.0
